y	x1	x2	x3	x4
75.4996472377331	8.99561591961075	4.32371756463838	8.70610731714974	Lise
70.691495152594	8.01344407014159	2.79922534174522	6.26866848443705	Lise
66.7010019520327	7.96610707787135	2.36328451937072	6.94947099951209	Lise
76.7079184443238	8.79239408882052	2.39424532333548	6.51122902429002	Lise
66.4913010513021	7.97705477418146	3.35370368097869	7.70978972660637	Lise
86.1680177796037	9.21822991334136	3.98522261882526	6.15929147876829	Lise
58.7679627373073	7.25345390729701	1.75234622226717	6.78997903806638	Lise
59.242153948796	6.78800452553754	3.13451159892889	6.35187738843432	Lise
70.1426217893093	8.13176212100231	3.43012003162139	7.17177561834281	Lise
50.4020813050906	6.31818216007609	1.73651511060043	6.60559856034622	Lise
55.553715844017	6.56570926596435	0.622592353351558	5.08141281480273	Lise
67.4122432035628	8.0533254872386	3.72213740188844	7.91686423697215	Lise
72.3605137285089	8.29436817077085	3.26710708830346	6.89700027257812	Lise
70.7281900547907	8.14294019028778	5.01638385212224	8.13614722334935	Lise
68.2242934702201	8.05688956126543	2.94346665497524	7.16791377425729	Lise
62.7681653084691	7.51543221025358	2.54397677395025	6.92663182884024	Lise
66.7360718265464	7.54446185943553	3.15043328172227	6.3155268976256	Lise
71.017241526324	8.09432369374858	3.84221201122489	7.10592905702898	Lise
67.7087050032195	7.89852232014746	2.45911148531263	6.54870868609623	Lise
78.387820400845	8.88716289214479	3.1417024558996	6.80581771859696	Lise
68.9752578684259	7.74521541753157	1.26820302062903	5.00387204811218	Lise
64.3198370578578	7.69247118306615	1.93082834505193	6.56753355231193	Lise
58.4452968016328	7.44586848472328	2.34344294301727	7.80827566916456	Lise
63.3875919441367	7.47752983021549	1.92436329634539	6.23412829006259	Lise
62.9096630587207	7.87860289140581	2.76993579772006	8.03976011172356	Lise
70.4654685911547	7.75402712125227	2.36707205439548	5.33489534613924	Lise
75.1079988234086	8.8763276043493	3.33365407929567	7.80800322745961	Lise
71.9233543711475	8.08436698603747	0.931677480294641	4.91615041121937	Lise
63.2609551429155	7.73841238009931	2.74019255491029	7.53429446411081	Lise
66.6340912738828	7.43705874917559	1.73719433205945	5.10982583719261	Lise
58.0943211697889	7.44684764204492	3.93447979389363	9.02909841834715	Lise
58.7694065777531	7.08447572263429	2.40992454225798	6.77950907303394	Lise
76.9322557896412	8.3816027033744	3.55730678087483	6.07217642167558	Lise
80.4729067757926	9.44264753970426	3.5042818963261	8.04263956735906	Lise
83.1704695496261	9.57199528515997	4.3315710326534	8.21732833517293	Lise
89.1546517687213	9.86224298464428	3.61493578285283	6.92917496718609	Lise
75.6158385221052	8.12416699648147	3.23094253524468	5.50713371274059	Lise
58.850325141055	6.86245991558415	2.6087978746952	6.29592916097296	Lise
68.7991430084946	7.79459563141202	2.46350595782193	5.9661756668109	Lise
77.3646208910363	8.33615439551696	3.37472127467716	5.70677758125081	Lise
65.6197632700075	8.22589973447352	3.12225190119455	8.48615942867201	Lise
71.0516011566004	8.05361124259058	2.33977801147917	5.97585043524347	Lise
46.4518539128609	5.5206040528496	0.857214738016275	5.01468154221575	Lise
70.999244650024	8.34643233246089	3.31138420257909	7.44903106937834	Lise
58.4909948730235	7.38152489492657	1.46277907981655	7.02071263891202	Lise
59.1838422545215	6.53771860492629	1.66821833879412	4.70257180606544	Lise
65.4310934241835	7.62020209171435	2.60527450998461	6.51444298547646	Lise
55.1445800101332	6.64913347669516	2.41362528088365	6.62660998195564	Lise
71.3277032960221	8.13547285238978	3.47189292432113	6.88131200316032	Lise
82.6537851649253	9.50483039361511	5.03888718703486	8.64625120534871	Lise
72.5702514675654	8.30748046001201	2.12268560347389	6.1176146542033	Lise
90.9362810668684	10.1662244913538	4.23824457105575	7.72140403257639	Lise
94.815465612992	10.1711311483205	4.59964122329273	6.90997827542274	Lise
45.4215392474135	5.53227952995024	1.59573501442045	5.84526181137111	Lise
83.6073074903235	8.9175521021364	3.8958551453503	5.95716088785178	Lise
62.3430033766247	7.79996969303531	3.00715941731456	8.14484687222617	Lise
41.7208255140858	6.90010845061919	2.17056389542834	6.97038681758444	Lise
46.3187182950963	7.28900434751623	2.60120708367174	7.03235993405766	Lise
54.1323594831643	8.16995354471621	2.78261683339255	7.39804715529713	Lise
51.4354256920741	7.74140128992953	2.65413731384574	6.87803546179649	Lise
50.8083945115762	7.69628044954853	2.58379744498801	6.88091106367277	Lise
52.8434387092988	8.21969835112286	3.14395046188761	8.14096155070384	Lise
48.9865651073032	7.81801936915127	3.05606653913016	8.04765720123335	Lise
68.1111701991746	9.23176943448347	4.92870546421302	7.94541197685579	Lise
57.94502799309	8.82566983165485	3.91896813866734	8.94305089855726	Lise
69.9993111001133	9.35213017568829	3.85984116035049	7.04924374876582	Lise
56.5307943310811	8.28637025302845	2.90334056942697	7.13710049878989	Lise
58.7125486234567	8.52600483125995	4.00409920005855	7.94432963224406	Lise
67.3905613586113	9.42242770164738	4.45047155983895	8.36381225132031	Ön Lisans
68.689789709888	9.02550940715455	3.27749794626056	6.10474294862906	Ön Lisans
49.9275884061023	7.37451437870935	3.00740458560611	6.53638701161598	Ön Lisans
57.1208672836655	8.37474666675615	3.80489350280682	7.82983094207767	Ön Lisans
59.961477509565	8.55232913339074	2.93008667213367	6.94722986827994	Ön Lisans
49.5241053377529	7.33876212863744	1.3294482890967	5.42802359803381	Ön Lisans
55.2379925554515	8.20002383442504	2.98658620028033	7.31193595003971	Ön Lisans
54.7799054948898	8.1024568724213	3.02007218070084	7.19141141362743	Ön Lisans
54.3805652504409	8.16759593707337	2.36063400149076	7.03990748615887	Ön Lisans
45.5462447203526	7.63122338364559	2.38447644176192	8.03628537956644	Ön Lisans
56.308059459655	8.18799742098387	4.64950810283314	8.12203506877644	Ön Lisans
60.9006259306739	8.73034781081916	1.69295649192106	6.3778307380176	Ön Lisans
65.0598557884968	9.13969740463455	3.63208552028808	7.65751632119953	Ön Lisans
67.0214084869854	9.12780504931476	3.97303316202376	7.30963843409925	Ön Lisans
63.8422099587992	8.79155438225314	3.73538569982083	7.08226801421266	Ön Lisans
32.2970136018175	5.81769865931089	0.698458459078897	5.72115765154396	Ön Lisans
52.5815538176282	7.47867245037654	2.05058669485453	5.4423050000185	Ön Lisans
50.4178706089194	7.94003561334673	2.71448647187186	7.74971139740529	Ön Lisans
59.5755025091947	8.78211915451078	3.75296833871543	8.25134264312182	Ön Lisans
54.7324785503078	7.97237054547352	2.641081169331	6.59060715754906	Ön Lisans
40.5905764620753	6.67922111013647	2.28740066372334	6.77488502722741	Ön Lisans
44.9944674371051	6.93937953325282	2.74062224166521	6.55334082182484	Ön Lisans
61.5930367742012	8.40758882207039	2.82804672836307	6.02895912922056	Ön Lisans
59.6698554276796	8.3993441262461	3.35743592244574	6.88700774670622	Ön Lisans
54.006939651267	7.94503869689022	2.6382693600628	6.71409862056754	Ön Lisans
62.8898634888931	8.67521387227847	3.1462649627299	6.62719104789078	Ön Lisans
55.2673116103147	7.99298134039374	2.8959279085959	6.67032852292301	Ön Lisans
73.0132656734043	9.58723291974126	4.99154262861884	7.64054182969831	Ön Lisans
52.3884683214607	7.76521081817683	3.75364856289707	7.43065515678087	Ön Lisans
56.7619320835531	7.77950114110926	2.94203469948353	5.70376241742449	Ön Lisans
53.1413024064307	8.09648467669116	3.15701069433461	7.72420006956073	Ön Lisans
67.6058649395127	9.15994485531034	2.46967897991396	6.25451981567646	Ön Lisans
44.1013476608575	6.70097580866542	2.6687749857021	6.11446140785635	Ön Lisans
57.0160461608899	8.29021041828879	3.03844325308638	7.10404037114191	Ön Lisans
59.6192185947472	8.44415289203512	3.70797983674311	7.26199390739483	Ön Lisans
41.8965832827634	6.57664197783417	1.09175772599454	5.32522070538074	Ön Lisans
59.3157686482774	8.54850013489968	3.18820260999965	7.28714954746554	Ön Lisans
41.5816124932502	6.59634931320552	1.2801617411826	5.58994530264392	Ön Lisans
42.0245044912063	6.86177807065734	0.579288252454709	5.71184289113711	Ön Lisans
72.3002587229432	9.50441427977888	4.97466539898324	7.59031900487096	Ön Lisans
64.3788792330731	8.95721706887432	2.36319183718978	6.49610724757898	Ön Lisans
52.1302078835856	7.4911944638202	2.67005623985102	6.0132622065469	Ön Lisans
73.5709376751859	9.80328650242328	5.1895277749111	8.23710068120924	Ön Lisans
67.4189619005064	9.33535337461799	4.17231324316603	7.92107555968392	Ön Lisans
74.3029591789324	9.54649151546982	4.86910769893508	7.08716903017428	Ön Lisans
53.4599843848815	8.38821677925618	2.77953592026899	8.19119400967883	Ön Lisans
